original_title,budget,revenue,runtime,vote_count,evaluation
Code Name: The Cleaner,20000000,10337477,84,78,mediocre
Connie and Carla,20000000,11341016,98,24,moyen
Sweet Charity,8000000,20000000,149,15,moyen
Inherent Vice,20000000,11110975,148,833,moyen
Doogal,0,0,85,18,mediocre
Battle of the Year,20000000,16549477,110,88,moyen
An American Carol,20000000,7000000,83,20,mediocre
Machete Kills,12000000,15008161,107,631,moyen
Willard,22000000,0,100,82,moyen
Strange Wilderness,0,6575282,87,69,mediocre
Topsy-Turvy,0,0,160,41,moyen
Little Boy,20000000,6420319,106,185,moyen
A Dangerous Method,15000000,27462041,99,571,moyen
A Scanner Darkly,8700000,7659918,100,532,moyen
Chasing Mavericks,0,0,117,216,moyen
Alone in the Dark,20000000,10442808,96,173,mediocre
Bandslam,20000000,5210988,111,126,moyen
Birth,20000000,0,100,179,moyen
A Most Violent Year,20000000,12007070,125,546,moyen
Passchendaele,0,0,114,26,moyen
Flash of Genius,0,0,119,59,moyen
I'm Not There.,20000000,4001121,135,195,moyen
The Cold Light of Day,20000000,16863583,93,271,mediocre
The Brothers Bloom,20000000,5530764,114,203,moyen
"Synecdoche, New York",21000000,0,124,278,moyen
もののけ姫,26500000,159375308,134,1983,bien
Bon voyage,0,0,114,20,moyen
Can't Stop the Music,0,0,124,9,mediocre
The Proposition,2000000,5048693,104,218,moyen
My All American,20000000,0,118,36,moyen
Marci X,20000000,1675706,84,12,mediocre
Equilibrium,20000000,5359645,107,1552,moyen
黃石的孩子,40000000,7400000,125,52,moyen
The Yards,0,0,115,97,moyen
The Oogieloves in the Big Balloon Adventure,0,0,88,8,mediocre
By the Sea,10000000,3727746,122,156,moyen
Steamboy,20000000,0,126,102,moyen
The Game of Their Lives,0,0,101,14,moyen
All Good Things,0,0,101,286,moyen
Rapa Nui,20000000,305070,107,33,moyen
長江七號,0,47301471,86,107,moyen
Les Visiteurs 2 : Les Couloirs du temps,0,0,118,221,moyen
Dylan Dog: Dead of Night,20000000,4634062,107,139,mediocre
People I Know,20000000,0,100,48,moyen
The Tempest,20000000,346594,110,31,moyen
Regression,0,17671101,106,585,moyen
三国之见龙卸甲,0,0,102,35,moyen
Butterfly on a Wheel,20000000,0,95,130,moyen
Zambezia,20000000,0,83,68,moyen
ராமானுஜன்,0,0,170,3,moyen
Dwegons,0,0,98,1,mediocre
Hands of Stone,20000000,0,105,109,moyen
Survivor,20000000,0,96,404,moyen
The Frozen Ground,27220000,5496951,105,465,moyen
The Painted Veil,19400000,0,125,312,moyen
Der Baader Meinhof Komplex,27000000,0,150,157,moyen
Dances with Wolves,22000000,424208848,181,1046,bien
Bad Teacher,20000000,216197492,92,1584,moyen
Sea of Love,19000000,110879513,113,141,moyen
A Cinderella Story,19000000,70067909,95,713,moyen
Scream,14000000,173046663,111,1476,moyen
Thir13en Ghosts,0,0,91,440,moyen
The Shining,19000000,44017374,144,3757,bien
Back to the Future,19000000,381109762,116,6079,bien
House on Haunted Hill,19000000,40846082,93,209,moyen
I Can Do Bad All By Myself,0,0,113,40,moyen
Fight Valley,27000000,0,90,8,mediocre
The Switch,19000000,49830607,101,583,moyen
Just Married,18000000,101564935,95,404,moyen
The Devil's Double,19100000,5728213,109,208,moyen
Thomas and the Magic Railroad,0,0,85,8,mediocre
The Crazies,20000000,54956140,101,633,moyen
千と千尋の神隠し,15000000,274925095,125,3840,bien
風暴,0,0,110,43,moyen
The Bounty,25000000,8613462,132,108,moyen
The Book Thief,0,76586316,131,1486,moyen
Sex Drive,19000000,18755936,109,342,moyen
Leap Year,19000000,29922472,100,465,moyen
The Fall of the Roman Empire,19000000,4750000,188,33,moyen
Take Me Home Tonight,19000000,6928068,97,208,moyen
Won't Back Down,0,5310554,121,40,moyen
The Nutcracker,19000000,2119994,93,5,moyen
Kansas City,18000000,0,116,12,moyen
Indignation,0,0,110,69,moyen
The Amityville Horror,19000000,108047131,90,588,moyen
Adaptation.,19000000,32801173,114,638,moyen
Land of the Dead,15000000,46770602,93,381,moyen
逃出生天,0,0,107,11,moyen
Fear and Loathing in Las Vegas,18500000,10680275,118,1301,moyen
The Invention of Lying,18500000,31912793,100,518,moyen
Neighbors,18000000,268157400,96,2713,moyen
The Mask,23000000,351583407,101,2472,moyen
Big,18000000,151668774,104,993,moyen
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,261572744,82,1579,moyen
Legally Blonde,18000000,141774679,96,882,moyen
Star Trek III: The Search for Spock,18000000,87000000,105,434,moyen
The Exorcism of Emily Rose,19000000,144216468,122,659,moyen
Deuce Bigalow: Male Gigolo,17000000,65535067,88,308,moyen
Left Behind,16000000,19682924,110,392,mediocre
The Family Stone,0,0,103,249,moyen
Barbershop 2:  Back in Business,18000000,65070412,106,74,moyen
Bad Santa,23000000,76488889,91,656,moyen
Austin Powers: International Man of Mystery,16500000,67683989,94,1013,moyen
My Big Fat Greek Wedding 2,18000000,88923251,94,322,moyen
Diary of a Wimpy Kid: Rodrick Rules,21000000,72417394,99,238,moyen
Predator,18000000,98235548,107,2093,moyen
Amadeus,18000000,51973029,160,1076,bien
Prom Night,0,14796236,88,167,mediocre
Mean Girls,17000000,129042871,97,2320,moyen
Under the Tuscan Sun,0,0,113,172,moyen
Gosford Park,19800000,87754044,137,246,moyen
Peggy Sue Got Married,18000000,41382841,103,136,moyen
Birdman,18000000,103215094,119,4535,moyen
Blue Jasmine,18000000,99206215,98,1098,moyen
United 93,15000000,76286096,111,367,moyen
Honey,18000000,62646763,94,303,moyen
Spy Hard,18000000,0,81,147,mediocre
The Fog,1000000,21378361,89,311,moyen
Soul Surfer,18000000,47088990,106,342,moyen
Catch-22,18000000,24911670,121,72,moyen
Observe and Report,0,24007324,86,225,moyen
Conan the Destroyer,18000000,100000000,103,383,moyen
Raging Bull,18000000,23000000,129,938,bien
Love Happens,18000000,36133014,109,180,moyen
Young Sherlock Holmes,18000000,0,109,167,moyen
Fame,0,0,107,135,moyen
127 Hours,18000000,35692920,94,2606,moyen
Small Time Crooks,0,0,94,155,moyen
Center Stage,18000000,17200925,115,90,moyen
Love the Coopers,17000000,24000000,107,167,moyen
Catch That Kid,18000000,16702864,92,76,mediocre
Life as a House,18000000,0,125,120,moyen
Steve Jobs,30000000,34441873,122,1573,moyen
"I Love You, Beth Cooper",18000000,0,102,197,moyen
Youth in Revolt,18000000,0,87,319,moyen
The Legend of the Lone Ranger,18000000,2945600,98,14,mediocre
The Tailor of Panama,21000000,28008462,109,92,moyen
Blow Out,18000000,12000000,108,236,moyen
Getaway,18000000,10501938,90,246,mediocre
The Ice Storm,18000000,8038061,112,176,moyen
And So It Goes,18000000,25312387,94,164,moyen
Troop Beverly Hills,0,0,105,56,moyen
Being Julia,0,0,104,23,moyen
Nine 1/2 Weeks,17000000,6735922,117,177,moyen
Dragonslayer,18000000,14110013,108,67,moyen
The Last Station,0,0,112,55,moyen
Ed Wood,18000000,5887457,127,630,moyen
Labor Day,18000000,20275812,111,299,moyen
Монгол,18000000,26527510,120,158,moyen
RockNRolla,18000000,25739015,114,836,moyen
Megaforce,0,0,99,15,mediocre
Hamlet,0,0,242,117,moyen
Mao's Last Dancer,25000000,20719451,117,28,moyen
Midnight Special,18000000,6212282,112,694,moyen
Anything Else,0,0,108,149,moyen
The Railway Man,18000000,22309223,116,273,moyen
Das weisse Band,15238800,0,144,255,moyen
Restoration,0,0,90,11,moyen
The Wraith,2700000,3500000,93,108,moyen
Salton Sea,18000000,676698,103,104,moyen
Metallica: Through the Never,18000000,7972967,93,83,moyen
The Informers,18000000,382174,98,60,mediocre
Carlos,18000000,871279,338,50,moyen
I Come with the Rain,18000000,0,114,20,moyen
One Man's Hero,0,0,121,2,bien
Day of the Dead,3500000,34000000,96,270,moyen
I Am Wrath,18000000,0,92,179,mediocre
Renaissance,18000000,1831348,105,77,moyen
Red Sonja,17900000,6948633,89,206,moyen
Red Lights,14000000,13551174,119,376,moyen
Superbad,20000000,121463226,113,2100,moyen
Madea Goes to Jail,0,90508336,103,52,moyen
Wolves,18000000,0,90,82,moyen
Step Up 2: The Streets,23000000,150816700,98,640,moyen
Hoodwinked!,15000000,51053787,80,479,moyen
Hotel Rwanda,17500000,38000000,121,793,moyen
Hitman,24000000,99965753,89,966,moyen
Black Nativity,17500000,7018189,93,16,moyen
The Prince,18000000,266586800,93,218,mediocre
City of Ghosts,0,0,116,18,moyen
The Others,0,0,101,1660,moyen
Aliens,18500000,183316455,137,3220,bien
My Fair Lady,17000000,72070731,170,352,moyen
I Know What You Did Last Summer,17000000,125586134,100,687,moyen
Let's Be Cops,17000000,136621271,104,1219,moyen
Sideways,16000000,109502303,126,478,moyen
Beerfest,17500000,19179969,110,172,moyen
Halloween,300000,70000000,91,1035,moyen
Good Boy!,17000000,0,87,30,mediocre
The Best Man Holiday,17000000,71625195,123,110,moyen
Smokin' Aces,17000000,57103895,109,534,moyen
Saw 3D,20000000,136150434,90,730,moyen
40 Days and 40 Nights,17000000,0,94,297,moyen
A Night at the Roxbury,17000000,30331165,81,198,moyen
Beastly,17000000,43165571,86,849,moyen
The Hills Have Eyes,15000000,69623713,107,705,moyen
Dickie Roberts: Former Child Star,0,0,98,64,moyen
"McFarland, USA",0,45710059,128,213,moyen
Lottery Ticket,0,0,99,54,moyen
ATL,20000000,21170563,105,32,moyen
Pitch Perfect,17000000,115350426,112,2247,moyen
Summer Catch,34000000,19693891,108,63,mediocre
A Simple Plan,0,0,121,187,moyen
They,17000000,0,89,74,mediocre
Larry the Cable Guy: Health Inspector,0,0,89,17,mediocre
The Adventures of Elmo in Grouchland,0,0,73,14,moyen
Brooklyn's Finest,17000000,29536299,133,293,moyen
55 Days at Peking,17000000,10000000,154,36,moyen
Evil Dead,17000000,97542952,91,1723,moyen
My Life in Ruins,17000000,20455276,95,101,moyen
American Dreamz,17000000,7314027,107,95,mediocre
Superman IV: The Quest for Peace,17000000,19300000,90,318,mediocre
How She Move,0,0,94,6,mediocre
Running Scared,17000000,9500000,122,331,moyen
Bobby Jones: Stroke of Genius,0,0,120,19,moyen
Shanghai Surprise,17000000,0,97,15,mediocre
The Illusionist,40000000,86915017,110,1615,moyen
Roar,17000000,2000000,102,19,moyen
Veronica Guerin,17000000,1569918,98,59,moyen
Escobar: Paradise Lost,17000000,3758328,120,271,moyen
Southland Tales,17000000,374743,144,153,moyen
Chasseurs de dragons,15000000,0,80,129,moyen
Damnation Alley,17000000,8720000,91,27,moyen
The Apparition,17000000,9627492,82,140,mediocre
My Girl,16500000,0,102,428,moyen
Fur: An Imaginary Portrait of Diane Arbus,16800000,2281089,122,73,moyen
Wall Street,15000000,43848069,126,546,moyen
Sense and Sensibility,16500000,135000000,136,352,moyen
Becoming Jane,16500000,37311672,120,317,moyen
Sydney White,16500000,13620075,108,236,moyen
House of Sand and Fog,16500000,16942795,126,199,moyen
Dead Poets Society,16400000,235860116,129,2705,bien
Dumb and Dumber,16000000,247275374,107,1859,moyen
When Harry Met Sally...,16000000,92823546,96,950,moyen
The Verdict,16000000,53977250,129,131,moyen
Road Trip,16000000,119754278,93,542,moyen
Varsity Blues,0,0,106,122,moyen
The Artist,15000000,133432856,100,1049,moyen
The Unborn,16000000,76514050,87,365,mediocre
Moonrise Kingdom,16000000,68263166,94,1662,bien
The Texas Chainsaw Massacre: The Beginning,16000000,0,91,402,moyen
The Young Messiah,18500000,6490401,120,30,moyen
The Master of Disguise,0,0,80,78,mediocre
El laberinto del fauno,19000000,83258226,118,3041,bien
See Spot Run,0,0,94,44,mediocre
Baby Boy,16000000,29381649,130,55,moyen
The Roommate,16000000,40492759,91,224,moyen
Joe Dirt,17700000,30987695,91,242,moyen
Double Impact,15000000,30102717,110,215,moyen
Hot Fuzz,12000000,80573774,121,2199,moyen
The Women,16000000,50007546,114,96,mediocre
Vicky Cristina Barcelona,15000000,96408652,96,1020,moyen
Arn: Tempelriddaren,25000000,0,139,76,moyen
Boys and Girls,16000000,20627372,94,103,moyen
White Oleander,0,0,109,108,moyen
Jennifer's Body,16000000,31556061,100,837,moyen
Drowning Mona,16000000,15427192,96,43,moyen
Radio Days,16000000,0,90,127,moyen
Remember Me,20000000,0,113,948,moyen
How to Deal,0,0,99,42,moyen
My Stepmother is an Alien,20000000,13854000,108,131,moyen
Philadelphia,26000000,206678440,125,988,bien
The Thirteenth Floor,16000000,18564088,100,378,moyen
The Cookout,16000000,12,97,10,mediocre
Meteor,0,0,107,36,moyen
Duets,0,0,112,34,moyen
Hollywood Ending,16000000,0,112,113,moyen
Detroit Rock City,6500000,4217115,95,100,moyen
Highlander,16000000,5900000,116,624,moyen
Things We Lost in the Fire,16000000,2849142,113,90,moyen
Steel,16000000,1686429,97,48,mediocre
The Immigrant,16000000,5867686,117,250,moyen
The White Countess,0,0,135,21,moyen
Trance,20000000,24261569,101,956,moyen
Soul Plane,16000000,14822346,86,108,mediocre
Bienvenue chez les ch'tis,11000000,53191886,106,615,moyen
Good,0,0,96,29,moyen
Enter the Void,13000000,754249,161,387,moyen
Vamps,16000000,0,93,91,mediocre
Hachi: A Dog's Tale,16000000,47801389,93,1717,bien
Zulu,16000000,0,110,172,moyen
The Homesman,16000000,3442853,122,258,moyen
Juwanna Mann,15600000,0,91,20,mediocre
Ararat,0,0,115,16,moyen
Madison,0,0,99,3,moyen
Slow Burn,15500000,1237615,93,16,moyen
Wasabi,15300000,0,94,283,moyen
Slither,15500000,0,95,317,moyen
Beverly Hills Cop,15000000,316360478,105,961,moyen
Home Alone,18000000,476684675,103,2414,moyen
Three Men and a Baby,0,0,102,253,moyen
Tootsie,21000000,177200000,116,421,moyen
Top Gun,15000000,356830601,110,1698,moyen
卧虎藏龙,17000000,213525736,120,927,moyen
American Beauty,15000000,356296601,122,3313,bien
The King's Speech,15000000,414211549,118,2752,bien
Twins,15000000,216614388,107,559,moyen
The Yellow Handkerchief,15000000,317000,102,52,moyen
The Color Purple,15000000,146292009,154,338,bien
해운대,16000000,11301649,120,48,moyen
The Imitation Game,14000000,233555708,113,5723,bien
Private Benjamin,0,0,109,102,moyen
Coal Miner's Daughter,15000000,67182787,125,67,moyen
Diary of a Wimpy Kid,15000000,75700498,92,355,moyen
Mama,15000000,146497771,100,1401,moyen
National Lampoon's Vacation,15000000,61399552,98,410,moyen
Jackass Presents: Bad Grandpa,15000000,151831537,92,680,moyen
The Queen,15000000,123384128,103,338,moyen
Beetlejuice,15000000,73326666,92,1444,moyen
Why Did I Get Married?,15000000,55184721,113,33,moyen
Little Women,18000000,0,115,215,moyen
The Woman in Black,17000000,127730736,95,1206,moyen
When a Stranger Calls,15000000,66966987,87,268,moyen
Big Fat Liar,15000000,52970014,88,197,moyen
The Deer Hunter,15000000,50000000,183,921,bien
Wag the Dog,15000000,64256513,97,270,moyen
The Lizzie McGuire Movie,17000000,55534455,94,280,moyen
Snitch,35000000,42930462,112,1138,moyen
Krampus,15000000,61548707,98,584,moyen
The Faculty,15000000,40283321,104,492,moyen
What's Love Got to Do with It,0,0,118,72,moyen
Cop Land,15000000,44862187,104,382,moyen
Not Another Teen Movie,16000000,66468332,89,431,moyen
End of Watch,7000000,48126384,109,1170,moyen
The Skulls,15000000,35007180,106,156,moyen
The Theory of Everything,15000000,123726688,123,3311,bien
Malibu's Most Wanted,0,0,86,77,mediocre
Where the Heart Is,15000000,33771174,120,155,moyen
Lawrence of Arabia,15000000,69995385,216,851,bien
Halloween II,15000000,39421467,105,267,moyen
Wild,15000000,52501541,115,951,moyen
The Last House on the Left,15000000,32721635,110,440,moyen
The Wedding Date,15000000,47175038,88,230,moyen
Halloween: Resurrection,13000000,37664855,94,228,mediocre
The Princess Bride,16000000,30857814,98,1486,bien
The Great Debaters,15000000,30226144,126,151,moyen
Drive,15000000,78054825,100,3725,moyen
Confessions of a Teenage Drama Queen,15000000,29331068,89,221,moyen
The Object of My Affection,15000000,46905889,111,72,moyen
28 Weeks Later,15000000,64238440,100,1197,moyen
When the Game Stands Tall,15000000,30127963,115,130,moyen
Because of Winn-Dixie,14000000,32645546,106,61,moyen
Love & Basketball,20000000,27728118,124,88,moyen
Grosse Pointe Blank,0,28084357,107,275,moyen
All About Steve,15000000,40105542,99,295,mediocre
Book of Shadows: Blair Witch 2,0,0,90,212,mediocre
The Craft,15000000,24769466,101,380,moyen
Match Point,15000000,85306374,124,1105,moyen
Ramona and Beezus,0,0,103,245,moyen
The Remains of the Day,11500000,23237911,134,202,moyen
Boogie Nights,15000000,43101594,155,796,moyen
Nowhere to Run,0,0,94,119,moyen
Flicka,15000000,21000000,95,52,moyen
The Hills Have Eyes II,15000000,0,89,351,moyen
Urban Legends: Final Cut,14000000,38574362,97,100,mediocre
Tuck Everlasting,0,0,90,128,moyen
The Marine,20000000,22165608,92,163,moyen
Keanu,15000000,20566327,94,421,moyen
Country Strong,15000000,20529194,117,80,moyen
Disturbing Behavior,15000000,17507368,84,104,moyen
The Place Beyond the Pines,15000000,35485608,140,1653,moyen
The November Man,15000000,32556119,108,639,moyen
Eye of the Beholder,15000000,0,109,42,moyen
The Hurt Locker,15000000,42000000,131,1840,moyen
Firestarter,15000000,17080167,114,173,moyen
Killing Them Softly,15000000,37930465,97,742,moyen
A Most Wanted Man,15000000,31554855,121,541,moyen
Freddy Got Fingered,0,0,87,115,mediocre
VeggieTales: The Pirates Who Don't Do Anything,0,0,85,25,moyen
U2 3D,15000000,22730842,85,10,moyen
Highlander: Endgame,25000000,15843608,87,104,mediocre
Idlewild,0,0,121,17,moyen
One Day,15000000,59389433,107,978,moyen
Whip It,15000000,16633035,111,357,moyen
Knockaround Guys,15000000,12000000,92,97,moyen
Confidence,0,0,97,126,moyen
The Muse,0,0,97,31,moyen
De-Lovely,20000000,0,125,32,moyen
New York Stories,15000000,0,124,64,moyen
Barney's Great Adventure,0,0,76,8,mediocre
The Man with the Iron Fists,15000000,15608545,96,358,moyen
Home Fries,15000000,10443316,93,32,mediocre
Here On Earth,0,0,96,48,moyen
Brazil,15000000,0,132,861,moyen
Raise Your Voice,15000000,14867514,103,211,moyen
The Big Lebowski,15000000,46189568,117,2926,bien
Black Snake Moan,15000000,10903846,116,243,moyen
Dark Blue,15000000,9237470,118,85,moyen
A Mighty Heart,16000000,18928871,100,95,moyen
Whatever It Takes,15000000,9902115,94,37,moyen
Boat Trip,20000000,8586376,94,146,mediocre
The Importance of Being Earnest,0,0,97,127,moyen
The Love Letter,0,0,98,3,mediocre
Hoot,0,0,91,44,moyen
In Bruges,15000000,34533783,107,1388,moyen
Peeples,15,0,95,26,moyen
The Rocker,15000000,8762890,102,156,moyen
Post Grad,15000000,6405245,89,100,moyen
Promised Land,15000000,8138788,106,243,moyen
Whatever Works,15000000,35097815,92,350,moyen
The In Crowd,15000000,5217498,105,15,mediocre
The Three Burials of Melquiades Estrada,15000000,12036149,121,177,moyen
Jakob the Liar,0,0,120,90,moyen
Kiss Kiss Bang Bang,15000000,15785148,103,886,moyen
Idle Hands,25000000,4152230,92,182,moyen
Mulholland Drive,15000000,20117339,147,1477,bien
Blood and Chocolate,0,0,98,87,moyen
You Will Meet a Tall Dark Stranger,22000000,0,98,251,moyen
Never Let Me Go,15000000,9455232,104,737,moyen
The Company,0,0,276,12,moyen
Transsiberian,15000000,5926410,111,195,moyen
The Clan of the Cave Bear,15000000,0,98,27,mediocre
Crazy in Alabama,0,0,111,12,moyen
Funny Games,15000000,7938872,112,545,moyen
Listening,0,0,100,31,moyen
Felicia's Journey,0,0,116,23,moyen
Metropolis,92620000,650422,153,657,bien
Banlieue 13,12000000,9584131,84,565,moyen
Things to Do in Denver When You're Dead,8000000,529766,116,85,moyen
刺客聶隱娘,15000000,632542,105,157,moyen
Buffalo Soldiers,15000000,0,98,93,moyen
Возвращение,0,0,105,100,moyen
Ong Bak 2,8500000,8936663,98,152,moyen
Centurion,12000000,6814789,97,386,moyen
Silent Trigger,15000000,76382,93,22,moyen
The Midnight Meat Train,15000000,3533227,98,290,moyen
Winnie Mandela,15000000,0,107,5,moyen
The Son of No One,15000000,0,90,92,mediocre
All The Queen's Men,15000000,23000,99,7,moyen
The Good Night,15000000,20380,93,41,moyen
Bathory,0,0,141,31,moyen
Khumba,20000000,27187375,85,72,moyen
Autómata,7000000,0,110,670,moyen
Dungeons & Dragons: Wrath of the Dragon God,0,0,105,36,mediocre
新宿事件,15000000,0,119,65,moyen
Pandaemonium,0,0,124,2,mediocre
Groundhog Day,14600000,70906973,101,2301,moyen
Magic Mike XXL,14800000,122513057,115,706,moyen
Romeo + Juliet,14500000,147298761,120,1374,moyen
Elle s'appelait Sarah,10000000,17511906,111,196,moyen
Freedom,14500000,0,98,9,moyen
Unforgiven,14000000,159157447,131,1113,bien
Manderlay,14200000,674918,139,78,moyen
Slumdog Millionaire,15000000,377910544,120,2827,bien
Fatal Attraction,14000000,320145693,119,291,moyen
Pretty Woman,14000000,463000000,119,1746,moyen
Crocodile Dundee II,0,239606210,110,303,moyen
Broken Horses,0,0,101,10,moyen
Born on the Fourth of July,14000000,161001698,145,395,moyen
Cool Runnings,14000000,154864401,98,491,moyen
My Bloody Valentine,15000000,100734718,101,299,moyen
Stomp the Yard,13000000,75511123,114,88,moyen
The Spy Who Loved Me,14000000,185438673,125,507,moyen
Urban Legend,14000000,72527595,99,290,moyen
Good Deeds,0,0,111,45,moyen
White Fang,14000000,34793160,107,135,moyen
Superstar,0,0,81,83,moyen
The Iron Lady,13000000,114956699,105,527,moyen
Jonah: A VeggieTales Movie,0,0,82,22,moyen
Poetic Justice,14000000,27515786,109,47,moyen
All About the Benjamins,14000000,25482931,95,48,moyen
Vampire in Brooklyn,14000000,19800000,100,111,mediocre
Exorcist II: The Heretic,14000000,30749142,118,133,mediocre
An American Haunting,0,0,83,142,moyen
My Boss's Daughter,14000000,0,83,180,mediocre
A Perfect Getaway,14000000,22852638,98,351,moyen
Our Family Wedding,14000000,21409028,103,39,moyen
Dead Man on Campus,0,0,96,49,moyen
Tea with Mussolini,12000000,21001563,117,32,moyen
Thinner,0,0,92,124,moyen
"New York, New York",0,0,155,67,moyen
Crooklyn,0,0,115,31,moyen
I Think I Love My Wife,11000000,13196245,90,55,moyen
Jason X,11000000,16951798,91,291,mediocre
Bobby,0,0,120,119,moyen
Head Over Heels,14000000,10424470,86,73,moyen
Fun Size,14000000,11417362,87,134,moyen
Le scaphandre et le papillon,14000000,19777647,112,283,moyen
Little Children,26000000,14821658,136,240,moyen
Gossip,14000000,5108820,90,68,moyen
A Walk on the Moon,14000000,0,107,21,moyen
Catch a Fire,0,4291965,101,25,moyen
Soul Survivors,0,0,84,49,mediocre
Jefferson in Paris,14000000,2474000,139,10,moyen
Easy Virtue,0,0,93,108,moyen
Caravans,0,0,127,1,moyen
Mr. Turner,0,5405500,150,204,moyen
Les herbes folles,0,0,104,22,moyen
Amen.,0,0,132,75,moyen
剑雨,12000000,0,117,57,moyen
The Lucky Ones,0,0,113,55,moyen
Margaret,14000000,46495,149,86,moyen
Stan Helsing,108,0,90,97,mediocre
Flipped,14000000,1755212,89,418,moyen
Brokeback Mountain,14000000,178043761,134,1480,moyen
Clueless,12000000,0,97,803,moyen
Far from Heaven,13500000,29027914,107,144,moyen
Hot Tub Time Machine 2,14000000,12314651,93,354,moyen
Quills,13500000,7060876,124,128,moyen
Seven Psychopaths,15000000,19422261,110,1206,moyen
The Caveman's Valentine,0,0,105,27,moyen
Der Untergang,18339750,92180910,156,1037,bien
Mar adentro,12806000,38535221,125,219,moyen
Under the Skin,13300000,5380251,108,1102,moyen
"Good Morning, Vietnam",13000000,123922370,121,642,moyen
The Last Godfather,13400000,16700000,100,7,mediocre
Justin Bieber: Never Say Never,13000000,98441954,105,154,mediocre
Black Swan,13000000,327803731,108,4430,moyen
The Godfather: Part II,13000000,47542841,200,3338,bien
Save the Last Dance,13000000,91038276,112,352,moyen
A Nightmare on Elm Street 4: The Dream Master,7000000,72500000,99,281,moyen
Miracles from Heaven,16000000,77000000,117,186,moyen
"Dude, Where’s My Car?",13000000,73180723,83,509,moyen
Young Guns,13000000,44726644,107,258,moyen
St. Vincent,13000000,54837234,102,763,moyen
About Last Night,12500000,49002684,100,210,moyen
10 Things I Hate About You,16000000,53478166,97,1701,moyen
The New Guy,13000000,0,88,151,moyen
National Lampoon's Loaded Weapon 1,0,0,84,157,moyen
The Shallows,17000000,119100758,86,1567,moyen
The Butterfly Effect,13000000,96060858,113,2060,moyen
Snow Day,0,0,89,51,mediocre
This Christmas,13000000,0,117,29,moyen
Baby Geniuses,12000000,36450736,97,75,mediocre
The Big Hit,13000000,27007143,91,109,moyen
Harriet the Spy,12000000,0,100,46,moyen
Child's Play 2,13000000,35763605,84,308,moyen
No Good Deed,13200000,53830415,83,181,moyen
The Mist,18000000,57096190,126,1399,moyen
Ex Machina,15000000,36869414,108,4737,bien
Being John Malkovich,13000000,22863596,112,1101,moyen
Two Can Play That Game,6000000,0,90,17,moyen
Earth to Echo,13000000,45300000,89,290,moyen
Crazy/Beautiful,13000000,16929123,99,96,moyen
Letters from Iwo Jima,19000000,68673228,141,541,moyen
The Astronaut Farmer,13000000,11130889,104,123,moyen
Woo,13000000,8026971,84,10,moyen
Room,6000000,35401758,117,2757,bien
Dirty Work,0,0,82,66,moyen
Serial Mom,13000000,7820688,95,135,moyen
Dick,13000000,27500000,94,67,moyen
Light It Up,0,0,99,7,moyen
54,13000000,16757163,106,135,moyen
Bubble Boy,0,0,84,163,moyen
Birthday Girl,13000000,0,93,103,moyen
21 & Over,13000000,48065672,93,737,moyen
"Paris, je t'aime",13000000,4857367,120,207,moyen
Resurrecting the Champ,0,0,112,60,moyen
Admission,13000000,18000000,107,304,moyen
La veuve de Saint-Pierre,0,0,112,11,moyen
Chloe,15000000,8459458,96,498,moyen
Faithful,13000000,9789900,91,4,mediocre
Find Me Guilty,13000000,2636637,125,138,moyen
The Perks of Being a Wallflower,13000000,33400000,102,2968,bien
Excessive Force,3000000,1200000,87,10,mediocre
Infamous,13000000,1151330,110,60,moyen
The Claim,0,0,120,17,moyen
The Vatican Tapes,13000000,1784763,91,243,mediocre
Attack the Block,14350531,3964682,88,733,moyen
In the Land of Blood and Honey,10000000,303877,127,45,moyen
The Call,13000000,68572378,94,1257,moyen
인천상륙작전,0,0,110,29,moyen
The Crocodile Hunter: Collision Course,0,33082548,90,34,moyen
I Love You Phillip Morris,13000000,10652035,98,503,moyen
La Guerre du feu,12000000,55260558,100,109,moyen
Antwone Fisher,12500000,23367586,120,137,moyen
The Emperor's Club,0,0,108,96,moyen
True Romance,12500000,12281551,120,749,moyen
Womb,3100000,0,111,92,moyen
Glengarry Glen Ross,12500000,10725228,100,323,moyen
The Killer Inside Me,13000000,0,109,173,moyen
Cat People,0,0,118,94,moyen
Sorority Row,12500000,27206120,101,177,moyen
The Prisoner of Zenda,0,0,101,11,bien
Lars and the Real Girl,12000000,11293663,106,509,moyen
The Boy in the Striped Pyjamas,12500000,20416563,94,1451,bien
Dancer in the Dark,12800000,40031879,140,377,bien
Oscar and Lucinda,0,0,132,25,moyen
The Funeral,12500000,1227324,99,31,moyen
Solitary Man,15000000,5024782,90,84,moyen
Machete,20000000,31327899,105,1150,moyen
Casino Jack,12500000,1083683,108,94,moyen
The Land Before Time,12300000,84460846,69,640,moyen
태극기 휘날리며,0,15,140,133,moyen
The Perfect Game,12500000,3878993,118,30,moyen
The Exorcist,8000000,441306145,122,2005,moyen
Jaws,7000000,470654000,124,2542,moyen
American Pie,11000000,235483004,95,2296,moyen
Ernest et Célestine,12516654,8109160,78,142,bien
The Golden Child,25000000,79817939,94,304,moyen
Think Like a Man,12000000,96070507,122,281,moyen
Barbershop,12000000,75781642,102,137,moyen
Star Trek II: The Wrath of Khan,12000000,96800000,113,675,moyen
